board_state	best_move	score_evaluation	mate_evaluation	candidate_moves
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2)]	(8, 7)	None	+M17	{'(8, 7)': {'count': 8, 'move': (8, 7), 'evaluations': ['+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2)]	(9, 6)	None	-M16	{'(9, 6)': {'count': 8, 'move': (9, 6), 'evaluations': ['-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2)]	(8, 11)	None	+M15	{'(8, 11)': {'count': 8, 'move': (8, 11), 'evaluations': ['+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2)]	(9, 12)	None	-M14	{'(9, 12)': {'count': 8, 'move': (9, 12), 'evaluations': ['-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2)]	(8, 9)	None	+M13	{'(8, 9)': {'count': 8, 'move': (8, 9), 'evaluations': ['+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (6, 8, 2), (5, 9, 1), (6, 10, 2), (6, 9, 1), (4, 9, 2), (4, 8, 1), (8, 6, 2), (9, 8, 1), (3, 10, 2), (2, 11, 1), (5, 10, 2)]	(4, 10)	-445.8	-M44	{'(4, 10)': {'count': 7, 'move': (4, 10), 'evaluations': ['-393', '-445', '-505', '-436', '-450', '-M38', '-M36']}, '(7, 10)': {'count': 1, 'move': (7, 10), 'evaluations': ['-M58']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2)]	(8, 8)	None	-M12	{'(8, 8)': {'count': 8, 'move': (8, 8), 'evaluations': ['-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2)]	(5, 10)	None	+M11	{'(5, 10)': {'count': 8, 'move': (5, 10), 'evaluations': ['+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2), (8, 8, 1), (5, 10, 2)]	(4, 10)	None	-M10	{'(4, 10)': {'count': 8, 'move': (4, 10), 'evaluations': ['-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2), (5, 10, 1), (4, 10, 2)]	(7, 8)	None	+M9	{'(7, 8)': {'count': 8, 'move': (7, 8), 'evaluations': ['+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2), (8, 8, 1), (5, 10, 2), (4, 10, 1), (7, 8, 2)]	(4, 11)	None	-M8	{'(4, 11)': {'count': 8, 'move': (4, 11), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2), (5, 10, 1), (4, 10, 2), (7, 8, 1), (4, 11, 2)]	(6, 7)	None	+M7	{'(6, 7)': {'count': 8, 'move': (6, 7), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2), (8, 8, 1), (5, 10, 2), (4, 10, 1), (7, 8, 2), (4, 11, 1), (6, 7, 2)]	(4, 5)	None	-M6	{'(4, 5)': {'count': 8, 'move': (4, 5), 'evaluations': ['-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2), (5, 10, 1), (4, 10, 2), (7, 8, 1), (4, 11, 2), (6, 7, 1), (4, 5, 2)]	(10, 7)	None	+M5	{'(10, 7)': {'count': 8, 'move': (10, 7), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2), (8, 8, 1), (5, 10, 2), (4, 10, 1), (7, 8, 2), (4, 11, 1), (6, 7, 2), (4, 5, 1), (10, 7, 2)]	(9, 7)	None	-M4	{'(9, 7)': {'count': 8, 'move': (9, 7), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2), (5, 10, 1), (4, 10, 2), (7, 8, 1), (4, 11, 2), (6, 7, 1), (4, 5, 2), (10, 7, 1), (9, 7, 2)]	(9, 8)	None	+M3	{'(9, 8)': {'count': 8, 'move': (9, 8), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 9, 2), (7, 9, 1), (4, 6, 2), (9, 11, 1), (8, 10, 2), (4, 7, 1), (3, 7, 2), (2, 8, 1), (6, 10, 2), (5, 9, 1), (7, 10, 2), (9, 10, 1), (8, 7, 2), (9, 6, 1), (8, 11, 2), (9, 12, 1), (8, 9, 2), (8, 8, 1), (5, 10, 2), (4, 10, 1), (7, 8, 2), (4, 11, 1), (6, 7, 2), (4, 5, 1), (10, 7, 2), (9, 7, 1), (9, 8, 2)]	(6, 11)	None	-M2	{'(6, 11)': {'count': 8, 'move': (6, 11), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 6, 2), (5, 6, 1), (5, 7, 2), (4, 8, 1), (6, 8, 2), (6, 9, 1), (7, 9, 2), (4, 6, 1), (9, 11, 2), (8, 10, 1), (4, 7, 2), (3, 7, 1), (2, 8, 2), (6, 10, 1), (5, 9, 2), (7, 10, 1), (9, 10, 2), (8, 7, 1), (9, 6, 2), (8, 11, 1), (9, 12, 2), (8, 9, 1), (8, 8, 2), (5, 10, 1), (4, 10, 2), (7, 8, 1), (4, 11, 2), (6, 7, 1), (4, 5, 2), (10, 7, 1), (9, 7, 2), (9, 8, 1), (6, 11, 2)]	(11, 6)	None	+M1	{'(11, 6)': {'count': 8, 'move': (11, 6), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2)]	(7, 8)	None	+M23	{'(7, 8)': {'count': 8, 'move': (7, 8), 'evaluations': ['+M23', '+M23', '+M23', '+M23', '+M23', '+M23', '+M23', '+M23']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2)]	(7, 6)	None	-M22	{'(7, 5)': {'count': 1, 'move': (7, 5), 'evaluations': ['-M22']}, '(7, 6)': {'count': 7, 'move': (7, 6), 'evaluations': ['-M22', '-M22', '-M22', '-M22', '-M22', '-M22', '-M22']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2)]	(5, 8)	None	+M21	{'(5, 8)': {'count': 8, 'move': (5, 8), 'evaluations': ['+M21', '+M21', '+M21', '+M21', '+M21', '+M21', '+M21', '+M21']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2)]	(4, 8)	None	-M20	{'(4, 8)': {'count': 8, 'move': (4, 8), 'evaluations': ['-M20', '-M20', '-M20', '-M20', '-M20', '-M20', '-M20', '-M20']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2)]	(7, 10)	None	+M19	{'(7, 10)': {'count': 8, 'move': (7, 10), 'evaluations': ['+M19', '+M19', '+M19', '+M19', '+M19', '+M19', '+M19', '+M19']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2)]	(9, 8)	None	-M18	{'(9, 8)': {'count': 8, 'move': (9, 8), 'evaluations': ['-M18', '-M18', '-M18', '-M18', '-M18', '-M18', '-M18', '-M18']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2)]	(7, 9)	None	+M17	{'(7, 9)': {'count': 8, 'move': (7, 9), 'evaluations': ['+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17', '+M17']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2)]	(7, 11)	None	-M16	{'(7, 11)': {'count': 8, 'move': (7, 11), 'evaluations': ['-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16', '-M16']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2)]	(6, 9)	None	+M15	{'(6, 9)': {'count': 8, 'move': (6, 9), 'evaluations': ['+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15', '+M15']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2)]	(4, 7)	None	-M14	{'(4, 7)': {'count': 8, 'move': (4, 7), 'evaluations': ['-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14', '-M14']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2)]	(5, 9)	None	+M13	{'(5, 9)': {'count': 8, 'move': (5, 9), 'evaluations': ['+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13', '+M13']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2)]	(4, 9)	None	-M12	{'(4, 9)': {'count': 8, 'move': (4, 9), 'evaluations': ['-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12', '-M12']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2)]	(6, 10)	None	+M11	{'(6, 10)': {'count': 8, 'move': (6, 10), 'evaluations': ['+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11', '+M11']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2), (4, 9, 1), (6, 10, 2)]	(3, 7)	None	-M10	{'(3, 7)': {'count': 8, 'move': (3, 7), 'evaluations': ['-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10', '-M10']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2), (6, 10, 1), (3, 7, 2)]	(2, 7)	None	+M9	{'(2, 7)': {'count': 8, 'move': (2, 7), 'evaluations': ['+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9', '+M9']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2), (4, 9, 1), (6, 10, 2), (3, 7, 1), (2, 7, 2)]	(9, 7)	None	-M8	{'(9, 7)': {'count': 8, 'move': (9, 7), 'evaluations': ['-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8', '-M8']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2), (6, 10, 1), (3, 7, 2), (2, 7, 1), (9, 7, 2)]	(5, 11)	None	+M7	{'(5, 11)': {'count': 8, 'move': (5, 11), 'evaluations': ['+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7', '+M7']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2), (4, 9, 1), (6, 10, 2), (3, 7, 1), (2, 7, 2), (9, 7, 1), (5, 11, 2)]	(4, 12)	None	-M6	{'(4, 12)': {'count': 8, 'move': (4, 12), 'evaluations': ['-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6', '-M6']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2), (6, 10, 1), (3, 7, 2), (2, 7, 1), (9, 7, 2), (5, 11, 1), (4, 12, 2)]	(5, 10)	None	+M5	{'(5, 10)': {'count': 8, 'move': (5, 10), 'evaluations': ['+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5', '+M5']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2), (4, 9, 1), (6, 10, 2), (3, 7, 1), (2, 7, 2), (9, 7, 1), (5, 11, 2), (4, 12, 1), (5, 10, 2)]	(5, 12)	None	-M4	{'(5, 12)': {'count': 8, 'move': (5, 12), 'evaluations': ['-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4', '-M4']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2), (6, 10, 1), (3, 7, 2), (2, 7, 1), (9, 7, 2), (5, 11, 1), (4, 12, 2), (5, 10, 1), (5, 12, 2)]	(8, 7)	None	+M3	{'(8, 7)': {'count': 8, 'move': (8, 7), 'evaluations': ['+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3', '+M3']}}
[(7, 7, 2), (6, 7, 1), (6, 6, 2), (8, 6, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (5, 7, 1), (7, 8, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (7, 10, 2), (9, 8, 1), (7, 9, 2), (7, 11, 1), (6, 9, 2), (4, 7, 1), (5, 9, 2), (4, 9, 1), (6, 10, 2), (3, 7, 1), (2, 7, 2), (9, 7, 1), (5, 11, 2), (4, 12, 1), (5, 10, 2), (5, 12, 1), (8, 7, 2)]	(4, 11)	None	-M2	{'(4, 11)': {'count': 8, 'move': (4, 11), 'evaluations': ['-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2', '-M2']}}
[(7, 7, 1), (6, 7, 2), (6, 6, 1), (8, 6, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (5, 7, 2), (7, 8, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (7, 10, 1), (9, 8, 2), (7, 9, 1), (7, 11, 2), (6, 9, 1), (4, 7, 2), (5, 9, 1), (4, 9, 2), (6, 10, 1), (3, 7, 2), (2, 7, 1), (9, 7, 2), (5, 11, 1), (4, 12, 2), (5, 10, 1), (5, 12, 2), (8, 7, 1), (4, 11, 2)]	(9, 6)	None	+M1	{'(9, 6)': {'count': 8, 'move': (9, 6), 'evaluations': ['+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1', '+M1']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 5, 2), (5, 8, 1), (6, 6, 2), (5, 7, 1), (5, 9, 2), (6, 5, 1), (5, 4, 2), (7, 9, 1), (7, 8, 2), (8, 10, 1), (6, 8, 2)]	(9, 10)	None	+M31	{'(9, 10)': {'count': 8, 'move': (9, 10), 'evaluations': ['+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (4, 7, 1), (5, 7, 2), (6, 9, 1), (7, 10, 2)]	(6, 5)	None	+M31	{'(6, 5)': {'count': 8, 'move': (6, 5), 'evaluations': ['+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31', '+M31']}}
[(7, 7, 1), (6, 7, 2), (8, 6, 1), (7, 8, 2), (5, 6, 1), (6, 6, 2)]	(6, 5)	278.625	None	{'(6, 5)': {'count': 8, 'move': (6, 5), 'evaluations': ['271', '264', '307', '323', '274', '270', '248', '272']}}
[(7, 7, 1), (6, 6, 2), (5, 8, 1), (7, 8, 2), (8, 6, 1), (6, 8, 2), (6, 7, 1), (5, 7, 2), (4, 6, 1), (7, 5, 2), (8, 4, 1), (8, 5, 2), (9, 5, 1), (7, 3, 2)]	(10, 7)	457.0	None	{'(10, 7)': {'count': 8, 'move': (10, 7), 'evaluations': ['467', '506', '465', '437', '486', '451', '392', '452']}}
[(7, 7, 2), (6, 6, 1), (5, 8, 2), (7, 6, 1), (5, 6, 2), (6, 9, 1), (4, 5, 2), (5, 7, 1), (4, 8, 2), (6, 8, 1), (6, 7, 2), (7, 8, 1), (4, 6, 2), (4, 7, 1), (8, 7, 2), (3, 7, 1), (6, 4, 2), (4, 4, 1), (3, 4, 2), (2, 3, 1), (6, 3, 2)]	(5, 3)	None	-M25	{'(5, 3)': {'count': 3, 'move': (5, 3), 'evaluations': ['-M26', '-M26', '-M26']}, '(5, 5)': {'count': 2, 'move': (5, 5), 'evaluations': ['-M26', '-M26']}, '(5, 4)': {'count': 1, 'move': (5, 4), 'evaluations': ['-M24']}, '(2, 7)': {'count': 2, 'move': (2, 7), 'evaluations': ['-M24', '-M24']}}
[(7, 7, 2), (6, 7, 1), (5, 6, 2), (7, 6, 1), (5, 8, 2), (4, 8, 1), (6, 9, 2), (4, 7, 1), (5, 7, 2), (5, 9, 1), (8, 8, 2), (9, 9, 1), (4, 6, 2), (2, 6, 1), (6, 10, 2)]	(3, 7)	None	-M33	{'(3, 7)': {'count': 8, 'move': (3, 7), 'evaluations': ['-M34', '-M34', '-M34', '-M34', '-M32', '-M32', '-M32', '-M32']}}
[(7, 7, 1), (6, 7, 2), (5, 6, 1), (7, 6, 2), (5, 8, 1), (4, 8, 2), (6, 9, 1), (4, 7, 2), (5, 7, 1), (5, 9, 2), (8, 8, 1), (9, 9, 2), (4, 6, 1), (2, 6, 2), (6, 10, 1), (3, 7, 2)]	(1, 5)	118.0	None	{'(1, 5)': {'count': 8, 'move': (1, 5), 'evaluations': ['118', '118', '118', '118', '118', '118', '118', '118']}}
